customerid,frequency,monetary_value,avg_order_value,total_quantity,unique_products,min_unit_price,max_unit_price,avg_unit_price,std_unit_price,country_count,recency_days,customer_tenure_days,avg_basket_size,std_basket_size,max_basket_size,purchases_last_30_days,purchases_last_60_days,purchases_last_90_days,recency_score,freq_score,monetary_score,rfm_total,monetary_per_txn,quantity_per_txn,tenure_velocity,variety_ratio,price_stability,basket_growth,log_monetary,log_frequency,churn
12380.0,6,5814.650000000001,45.426953125000004,1622,98,0.29,1508.65,17.67484375,134.57494669194838,1,43,134,270.3333333333333,357.92382802303996,815,0.0,3.0,3.0,3,3,4,10,830.6642857142858,231.71428571428572,0.044444444444444446,0.06038200862600123,7.613494925352481,3.003685503685504,8.66830783858548,1.9459101490553132,0
12388.0,1,461.62,17.754615384615384,266,26,0.42,6.95,2.746923076923077,1.8155016259552497,1,97,0,266.0,0.0,266,0.0,0.0,0.0,2,1,2,5,230.81,133.0,1.0,0.09737827715355805,0.660681385589627,0.9962546816479401,6.1369059827581545,0.6931471805599453,0
12389.0,2,563.03,21.654999999999998,252,23,0.42,9.95,2.954230769230769,2.3086986344292284,1,82,88,126.0,83.43860018001261,185,0.0,0.0,1.0,2,1,2,5,187.67666666666665,84.0,0.02247191011235955,0.09090909090909091,0.781224484553594,1.4566929133858268,6.335107441572803,1.0986122886681098,0
12391.0,4,1902.19,19.410102040816327,753,96,0.42,79.95,5.321428571428571,11.544764333027967,1,112,65,188.25,179.05376287584687,387,0.0,0.0,0.0,2,2,4,8,380.438,150.6,0.06060606060606061,0.1273209549071618,2.1690783029013545,2.0449141347424042,7.551286704666411,1.6094379124341003,0
12392.0,1,234.75000000000003,33.53571428571429,73,7,1.25,9.95,5.035714285714286,3.2436751642895083,1,106,0,73.0,0.0,73,0.0,0.0,0.0,2,1,1,4,117.37500000000001,36.5,1.0,0.0945945945945946,0.6440061874245272,0.9864864864864865,5.462771921513567,0.6931471805599453,1
12395.0,2,1376.82,20.24735294117647,861,67,0.42,18.0,2.8383823529411765,3.3142643362336384,1,9,108,430.5,429.21381618023435,734,1.0,1.0,1.0,4,1,4,9,458.94,287.0,0.01834862385321101,0.0777262180974478,1.1672483393441377,1.7010428736964078,7.228257818948646,1.0986122886681098,0
12396.0,1,931.43,14.329692307692307,591,65,0.65,10.95,2.2993846153846156,2.173970213775849,1,189,0,591.0,0.0,591,0.0,0.0,0.0,1,1,3,5,465.715,295.5,1.0,0.1097972972972973,0.945046406256012,0.9983108108108109,6.837794081676172,0.6931471805599453,1
12399.0,2,539.45,14.984722222222224,749,31,0.14,15.0,1.7652777777777777,3.366430484407662,1,34,125,374.5,219.9102089490163,530,0.0,1.0,1.0,3,1,2,6,179.8166666666667,249.66666666666666,0.015873015873015872,0.04133333333333333,1.9059462372012053,1.411451398135819,6.292402125862212,1.0986122886681098,0
12402.0,3,725.25,18.596153846153847,347,29,0.85,15.0,3.2615384615384615,3.868742171805047,1,36,148,115.66666666666667,45.390894828515265,168,0.0,1.0,1.0,3,2,3,8,181.3125,86.75,0.020134228187919462,0.08333333333333333,1.1858073758862995,1.44,6.587894308166121,1.3862943611198906,0
12403.0,1,591.6600000000001,147.91500000000002,164,4,3.39,18.0,7.1325,7.246987305080643,1,36,0,164.0,0.0,164,0.0,1.0,1.0,3,1,3,7,295.83000000000004,82.0,1.0,0.024242424242424242,1.0159090635845858,0.9939393939393939,6.3846208787485486,0.6931471805599453,1
12404.0,1,63.24,63.24,1,1,63.24,63.24,63.24,0.0,1,197,0,1.0,0.0,1,0.0,0.0,0.0,1,1,1,3,31.62,0.5,1.0,0.5,0.0,0.5,4.162626069638506,0.6931471805599453,1
12406.0,2,1629.2,46.54857142857143,1028,32,0.42,8.95,2.439714285714286,1.769781451635942,1,111,101,514.0,87.68124086713189,576,0.0,0.0,0.0,2,1,4,7,543.0666666666667,342.6666666666667,0.0196078431372549,0.031098153547133137,0.7251079989143455,1.1184466019417476,7.396457985660357,1.0986122886681098,0
12408.0,1,194.1,19.41,100,10,0.42,15.0,3.2969999999999997,4.18544846926693,1,13,0,100.0,0.0,100,1.0,1.0,1.0,4,1,1,6,97.05,50.0,1.0,0.09900990099009901,1.2690868615121076,0.9900990099009901,5.273512247629066,0.6931471805599453,0
12409.0,3,7115.56,79.06177777777778,4510,87,0.29,19.95,3.2128888888888887,3.961856687776818,1,40,39,1503.3333333333333,2510.6702956249223,4402,0.0,1.0,3.0,3,2,4,9,1778.89,1127.5,0.075,0.019286189315007758,1.2327298250645244,2.9262131619765124,8.870179741585938,1.3862943611198906,0
12410.0,1,320.38,22.884285714285713,130,14,0.42,40.0,5.4192857142857145,10.17898548993934,1,17,0,130.0,0.0,130,1.0,1.0,1.0,4,1,2,7,160.19,65.0,1.0,0.10687022900763359,1.8779426079166983,0.9923664122137404,5.772624223613607,0.6931471805599453,1
12412.0,2,1176.79,20.64543859649123,1013,47,0.21,18.0,2.323859649122807,3.436220283551789,1,2,52,506.5,191.6259377015544,642,1.0,2.0,2.0,4,1,3,8,392.2633333333333,337.6666666666667,0.03773584905660377,0.046351084812623275,1.4780334308990695,1.265024630541872,7.071395080068585,1.0986122886681098,0
12415.0,3,2717.98,28.610315789473685,1794,95,0.29,55.0,3.4169473684210527,6.566205237471999,1,12,30,598.0,887.6198510623791,1618,2.0,3.0,3.0,4,2,4,10,679.495,448.5,0.0967741935483871,0.052924791086350974,1.9210960643040293,2.701168614357262,7.90801208895996,1.3862943611198906,0
12416.0,1,202.56,18.414545454545454,132,11,0.55,2.1,1.5345454545454544,0.5739401299153708,1,171,0,132.0,0.0,132,0.0,0.0,0.0,1,1,1,3,101.28,66.0,1.0,0.08270676691729323,0.3737695476330045,0.9924812030075187,5.315960801720632,0.6931471805599453,1
12417.0,7,1977.25,16.89957264957265,969,102,0.42,29.95,5.206581196581197,5.348429863439002,1,21,227,138.42857142857142,86.12560041949808,261,1.0,2.0,2.0,4,3,4,11,247.15625,121.125,0.03070175438596491,0.10515463917525773,1.027046849879225,1.8719262295081969,7.589967894489303,2.0794415416798357,0
12418.0,2,879.3100000000001,21.982750000000003,349,36,0.42,9.95,3.6905,2.9058119920829935,1,91,53,174.5,38.890872965260115,202,0.0,0.0,0.0,2,1,3,6,293.10333333333335,116.33333333333333,0.037037037037037035,0.10285714285714286,0.7871629397488807,1.150997150997151,6.780274118166056,1.0986122886681098,0
12421.0,1,77.8,19.45,29,4,1.25,28.0,8.6625,12.938210527992911,1,20,0,29.0,0.0,29,1.0,1.0,1.0,4,1,1,6,38.9,14.5,1.0,0.13333333333333333,1.493416116811094,0.9666666666666667,4.366912996863833,0.6931471805599453,0
12422.0,10,2998.07,41.069452054794525,1635,64,0.21,662.25,17.883424657534245,89.47901230051377,2,40,196,163.5,203.1864223372768,487,0.0,3.0,5.0,3,3,4,10,272.5518181818182,148.63636363636363,0.050761421319796954,0.039119804400977995,5.0031809249630275,2.9604863221884496,8.006057519590314,2.3978952727983707,0
12424.0,1,446.54,29.769333333333336,422,15,0.38,7.65,1.73,1.8700611143565795,1,63,0,422.0,0.0,422,0.0,0.0,1.0,3,1,2,6,223.27,211.0,1.0,0.03546099290780142,1.0803357102002193,0.9976359338061466,6.103765919195127,0.6931471805599453,0
12426.0,1,762.48,16.222978723404257,326,47,0.42,18.0,3.31531914893617,2.9116459196040787,1,177,0,326.0,0.0,326,0.0,0.0,0.0,1,1,3,5,381.24,163.0,1.0,0.1437308868501529,0.8779751853913381,0.9969418960244648,6.6378869291616915,0.6931471805599453,1
12429.0,2,1407.3600000000001,56.2944,750,25,0.55,12.75,2.5696,2.674941556993972,1,61,0,375.0,32.526911934581186,398,0.0,0.0,2.0,3,1,4,8,469.12000000000006,250.0,2.0,0.033288948069241014,1.0405903512775119,1.0585106382978724,7.250181185855144,1.0986122886681098,0
12431.0,9,3343.52,24.766814814814815,1475,112,0.42,15.0,3.700962962962963,3.117397468439012,2,23,185,163.88888888888889,165.5169511292155,479,2.0,4.0,6.0,4,3,4,11,334.352,147.5,0.04838709677419355,0.07588075880758807,0.8420931002356441,2.9049865229110514,8.115078464507693,2.302585092994046,0
12435.0,2,1736.88,108.555,808,16,0.42,7.65,2.548125,2.522219178289891,1,152,100,404.0,107.48023074035522,480,0.0,0.0,0.0,1,1,4,6,578.96,269.3333333333333,0.019801980198019802,0.019777503090234856,0.9894450755807938,1.1851851851851851,7.460421258562459,1.0986122886681098,0
12437.0,11,5243.03,21.056345381526103,3611,176,0.21,18.0,2.578714859437751,3.4496979699228154,1,7,244,328.27272727272725,410.52407746905436,1532,1.0,2.0,3.0,4,3,4,11,436.9191666666666,300.9166666666667,0.044897959183673466,0.048726467331118496,1.3372400276341694,4.652678078409719,8.564845565691025,2.4849066497880004,0
12439.0,2,1142.88,16.096901408450705,478,69,0.42,14.95,3.706478873239437,2.6888341066563983,1,197,43,239.0,292.74220741123065,446,0.0,0.0,0.0,1,1,3,5,380.96000000000004,159.33333333333334,0.045454545454545456,0.1440501043841336,0.7252459686458064,1.8583333333333334,7.042181271332972,1.0986122886681098,1
12440.0,1,568.51,27.07190476190476,255,21,0.85,40.0,4.550476190476191,8.471071051638322,1,232,0,255.0,0.0,255,0.0,0.0,0.0,1,1,2,4,284.255,127.5,1.0,0.08203125,1.861170024214067,0.99609375,6.344776341995586,0.6931471805599453,0
12443.0,1,485.31,23.11,182,21,0.55,40.0,5.87047619047619,8.782732761612685,1,247,0,182.0,0.0,182,0.0,0.0,0.0,1,1,2,4,242.655,91.0,1.0,0.11475409836065574,1.4958304311714128,0.994535519125683,6.186846280636522,0.6931471805599453,1
12451.0,1,2151.27,19.38081081081081,1786,111,0.06,29.95,2.140720720720721,3.169589509330452,1,44,0,1786.0,0.0,1786,0.0,1.0,1.0,3,1,4,8,1075.635,893.0,1.0,0.0621152770005596,1.4799266209946542,0.9994404029099049,7.6742783780956545,0.6931471805599453,0
12455.0,3,2929.95,24.62142857142857,922,110,0.42,39.95,4.680252100840336,4.725032949788239,1,92,144,307.3333333333333,190.767747099276,517,0.0,0.0,0.0,2,2,4,8,732.4875,230.5,0.020689655172413793,0.11917659804983749,1.0093523800907973,1.676756756756757,7.983081881541162,1.3862943611198906,0
12458.0,1,380.61,19.0305,284,20,0.19,35.0,3.4245000000000005,7.630262101451175,1,2,0,284.0,0.0,284,1.0,1.0,1.0,4,1,2,7,190.305,142.0,1.0,0.07017543859649122,2.2274885714351695,0.9964912280701754,5.944399144681508,0.6931471805599453,0
12459.0,1,454.36,19.754782608695653,258,23,0.42,28.0,4.148695652173913,6.170339098054518,1,120,0,258.0,0.0,258,0.0,0.0,0.0,2,1,2,5,227.18,129.0,1.0,0.0888030888030888,1.4869377456204633,0.9961389961389961,6.121088314901487,0.6931471805599453,1
12466.0,1,56.73,56.73,1,1,56.73,56.73,56.73,0.0,1,197,0,1.0,0.0,1,0.0,0.0,0.0,1,1,1,3,28.365,0.5,1.0,0.5,0.0,0.5,4.055776969072842,0.6931471805599453,1
12468.0,3,2941.2,26.260714285714283,1835,102,0.21,18.0,2.5244642857142856,3.291648684440072,1,41,156,611.6666666666666,384.66132289760213,1046,0.0,1.0,1.0,3,2,4,9,735.3,458.75,0.01910828025477707,0.05555555555555555,1.3033835810151178,1.7072905331882482,7.986912879816112,1.3862943611198906,1
12469.0,2,3070.54,40.40184210526316,2552,76,0.42,12.75,2.999605263157895,2.8094770288148996,1,37,14,1276.0,1063.4885989045674,2028,0.0,2.0,2.0,3,1,4,8,1023.5133333333333,850.6666666666666,0.13333333333333333,0.029768899334116725,0.936303439612764,1.5880971025841817,8.029934343472139,1.0986122886681098,1
12470.0,1,211.95,9.215217391304348,95,23,0.85,15.95,3.928260869565217,3.9429979966493804,1,204,0,95.0,0.0,95,0.0,0.0,0.0,1,1,1,3,105.975,47.5,1.0,0.23958333333333334,1.0034961097112607,0.9895833333333334,5.3610573963692225,0.6931471805599453,1
12471.0,29,11236.83,26.501957547169813,4624,113,0.29,41.09,3.603938679245283,4.3186203367802705,1,6,241,159.44827586206895,134.23183202602894,390,1.0,3.0,7.0,4,3,4,11,374.561,154.13333333333333,0.11983471074380166,0.024432432432432434,1.1979733141215043,2.4306898774983883,9.327041044310885,3.4011973816621555,0
12472.0,9,6763.35,18.83941504178273,4402,225,0.29,29.95,2.432646239554318,3.3212461424516206,1,30,209,489.1111111111111,370.070751493699,1253,0.0,2.0,2.0,3,3,4,10,676.335,440.2,0.04285714285714286,0.051101521689756985,1.3647201834313651,2.556563137610519,8.819421453209634,2.302585092994046,0
12474.0,5,1440.19,16.365795454545456,983,82,0.42,18.0,2.8963636363636365,3.930247332692149,1,21,160,196.6,99.41478763242418,330,1.0,2.0,2.0,4,3,4,11,240.03166666666667,163.83333333333334,0.031055900621118012,0.08333333333333333,1.356490874450555,1.6700404858299596,7.27322444018764,1.791759469228055,0
12476.0,1,1231.74,18.113823529411764,628,68,0.29,18.0,4.107205882352941,3.830934902296895,1,16,0,628.0,0.0,628,1.0,1.0,1.0,4,1,3,8,615.87,314.0,1.0,0.10810810810810811,0.9325080125007654,0.9984101748807631,7.1169946131264945,0.6931471805599453,0
12477.0,2,4485.86,23.242797927461137,1655,173,0.14,12.75,3.9796891191709847,3.146912327109925,1,40,97,827.5,19.091883092036785,841,0.0,1.0,1.0,3,1,4,8,1495.2866666666666,551.6666666666666,0.02040816326530612,0.10446859903381643,0.7905446099657485,1.0150875075437538,8.408908404241163,1.0986122886681098,0
12480.0,1,451.9,16.737037037037037,271,27,0.42,18.0,3.234814814814815,3.979872795000798,1,22,0,271.0,0.0,271,1.0,1.0,1.0,4,1,2,7,225.95,135.5,1.0,0.09926470588235294,1.2299445496013546,0.9963235294117647,6.1156713505621685,0.6931471805599453,0
12481.0,2,3275.6,64.22745098039215,2109,51,0.29,306.0,7.61,42.63661215434453,1,121,0,1054.5,1489.8739879600557,2108,0.0,0.0,0.0,2,1,4,7,1091.8666666666666,703.0,2.0,0.024170616113744076,5.601972428635466,1.9971577451444813,8.094561578386163,1.0986122886681098,0
12482.0,29,23691.4,116.1343137254902,27042,42,0.09,874.84,9.930196078431372,86.27975126748511,1,91,77,932.4827586206897,690.2808755804541,2360,0.0,0.0,0.0,2,3,4,9,789.7133333333334,901.4,0.3717948717948718,0.001553082128462079,8.687750255467009,2.5281666728233163,10.072909600590481,3.4011973816621555,1
12483.0,6,1329.7,36.93611111111111,528,26,0.55,40.0,6.913888888888889,12.210549368190437,1,63,128,88.0,57.7719655196186,163,0.0,0.0,1.0,3,3,3,9,189.95714285714286,75.42857142857143,0.046511627906976744,0.04914933837429111,1.765834500654207,1.8314606741573034,7.193460398549697,1.9459101490553132,0
12484.0,5,1711.38,13.913658536585366,1061,106,0.42,28.0,2.80739837398374,3.794624290220543,1,8,187,212.2,285.04683825645213,602,2.0,2.0,2.0,4,3,4,11,285.23,176.83333333333334,0.026595744680851064,0.09981167608286252,1.3511702347405337,2.8236397748592874,7.445639494688453,1.791759469228055,0
12485.0,1,708.1,20.826470588235296,414,34,0.21,8.95,2.4105882352941173,2.404980868287125,1,44,0,414.0,0.0,414,0.0,1.0,1.0,3,1,3,7,354.05,207.0,1.0,0.0819277108433735,0.9972601595453602,0.9975903614457832,6.563996560309951,0.6931471805599453,1
12487.0,1,285.29999999999995,142.64999999999998,174,2,1.45,2.55,2.0,0.7778174593052021,1,245,0,174.0,0.0,174,0.0,0.0,0.0,1,1,2,4,142.64999999999998,87.0,1.0,0.011428571428571429,0.38871437246636786,0.9942857142857143,5.657040212104069,0.6931471805599453,1
12490.0,8,3056.17,20.511208053691277,2098,95,0.21,51.0,3.1327516778523488,5.453601074006601,1,27,226,262.25,148.87266850759218,442,1.0,1.0,1.0,3,3,4,10,339.57444444444445,233.11111111111111,0.03524229074889868,0.04525964745116722,1.7402786291427252,1.6790123456790123,8.02524493041989,2.1972245773362196,0
12494.0,1,344.87,17.2435,204,20,0.29,18.0,3.1245,4.148551395874291,1,91,0,204.0,0.0,204,0.0,0.0,0.0,2,1,2,5,172.435,102.0,1.0,0.0975609756097561,1.3273240748278008,0.9951219512195122,5.846062981912972,0.6931471805599453,0
12495.0,1,357.4,21.023529411764706,130,17,1.25,40.0,5.705882352941177,9.201764137125778,1,155,0,130.0,0.0,130,0.0,0.0,0.0,1,1,2,4,178.7,65.0,1.0,0.1297709923664122,1.6123977275234054,0.9923664122137404,5.881649681100775,0.6931471805599453,1
12496.0,2,45.34,4.534000000000001,30,10,0.42,3.75,1.927,1.0533338607593616,1,135,0,15.0,19.79898987322333,29,0.0,0.0,0.0,1,1,1,3,15.113333333333335,10.0,2.0,0.3225806451612903,0.5463349900204159,1.8125,3.8360055190042304,1.0986122886681098,1
12497.0,1,1211.76,71.28,893,17,0.42,18.0,2.2958823529411765,4.0873601792959375,1,159,0,893.0,0.0,893,0.0,0.0,0.0,1,1,3,5,605.88,446.5,1.0,0.01901565995525727,1.779525265655004,0.9988814317673378,7.100654032813861,0.6931471805599453,0
12499.0,1,393.72,14.582222222222223,302,27,0.42,18.0,2.3296296296296295,3.529482944788069,1,75,0,302.0,0.0,302,0.0,0.0,1.0,2,1,2,5,196.86,151.0,1.0,0.0891089108910891,1.5143903174992908,0.9966996699669967,5.9781766527810465,0.6931471805599453,1
12500.0,7,1472.54,19.37552631578947,613,60,0.42,18.0,4.055394736842105,4.412482427776749,1,37,150,87.57142857142857,88.29846571497744,226,0.0,1.0,1.0,3,3,4,10,184.0675,76.625,0.046357615894039736,0.09771986970684039,1.0877842798928037,2.5516129032258066,7.295422948059721,2.0794415416798357,0
12503.0,1,1126.0,563.0,561,2,1.6,230.0,115.8,161.50318882300746,1,99,0,561.0,0.0,561,0.0,0.0,0.0,2,1,3,6,563.0,280.5,1.0,0.0035587188612099642,1.3946614349013173,0.998220640569395,7.027314514039777,0.6931471805599453,1
12504.0,1,134.4,22.400000000000002,121,6,0.55,18.0,3.8083333333333336,6.960920676653819,1,111,0,121.0,0.0,121,0.0,0.0,0.0,2,1,1,4,67.2,60.5,1.0,0.04918032786885246,1.8273330442738411,0.9918032786885246,4.9082333604781745,0.6931471805599453,0
12507.0,1,539.25,19.258928571428573,362,28,0.55,28.0,3.539285714285714,5.68790720386579,1,99,0,362.0,0.0,362,0.0,0.0,0.0,2,1,2,5,269.625,181.0,1.0,0.07713498622589532,1.6066237764127405,0.9972451790633609,6.292031995386996,0.6931471805599453,1
12510.0,6,3414.23,48.08774647887324,1185,58,0.06,975.11,23.628169014084506,125.60848181449555,1,139,111,197.5,227.7549121314401,504,0.0,0.0,0.0,1,3,4,8,487.7471428571429,169.28571428571428,0.05357142857142857,0.048903878583473864,5.315823071883095,2.53904282115869,8.13600011966378,1.9459101490553132,0
12514.0,1,580.08,17.578181818181818,400,33,0.42,8.49,1.7969696969696969,1.7488147501387992,1,156,0,400.0,0.0,400,0.0,0.0,0.0,1,1,3,5,290.04,200.0,1.0,0.08229426433915212,0.9726608591269678,0.9975062344139651,6.364888441004683,0.6931471805599453,1
12516.0,1,689.46,27.578400000000002,512,25,0.38,18.0,1.9931999999999999,3.413458314769153,1,114,0,512.0,0.0,512,0.0,0.0,0.0,2,1,3,6,344.73,256.0,1.0,0.04873294346978557,1.7116930672796877,0.9980506822612085,6.537358042134466,0.6931471805599453,0
12523.0,8,1968.08,17.41663716814159,1055,86,0.29,18.0,4.284159292035398,4.471983166189828,1,17,229,131.875,93.5375211192966,294,2.0,2.0,3.0,4,3,4,11,218.67555555555555,117.22222222222223,0.034782608695652174,0.08143939393939394,1.0435978831642663,2.2126058325493885,7.585321707575059,2.1972245773362196,0
12524.0,4,3391.38,89.24684210526316,2069,25,0.25,18.0,3.564736842105263,5.059604052899741,1,7,176,517.25,338.37294513598454,985,1.0,1.0,1.0,4,2,4,10,678.2760000000001,413.8,0.022598870056497175,0.012077294685990338,1.41895049380943,1.9006271104679209,8.129287018938978,1.6094379124341003,0
12525.0,3,973.73,16.228833333333334,509,56,0.42,18.0,3.006,3.110539873572552,1,13,149,169.66666666666666,101.8642888029624,285,1.0,1.0,2.0,4,2,3,9,243.4325,127.25,0.02,0.10980392156862745,1.0344329476463425,1.669921875,6.882160509570649,1.3862943611198906,1
12527.0,2,386.8,27.62857142857143,292,13,0.55,8.5,2.1571428571428575,2.7419712969698633,1,9,34,146.0,192.33304448274092,282,1.0,2.0,2.0,4,1,2,7,128.93333333333334,97.33333333333333,0.05714285714285714,0.04436860068259386,1.2705235373528192,1.9183673469387754,5.9604897428085515,1.0986122886681098,1
12529.0,1,316.48,15.07047619047619,192,21,0.42,9.95,3.040952380952381,2.800712239345386,1,43,0,192.0,0.0,192,0.0,1.0,1.0,3,1,2,6,158.24,96.0,1.0,0.10880829015544041,0.9206956219572816,0.9948186528497409,5.760414824222675,0.6931471805599453,1
12530.0,2,657.54,19.925454545454546,460,29,0.21,18.0,2.5315151515151513,4.06055501225827,1,112,44,230.0,8.48528137423857,236,0.0,0.0,0.0,2,1,3,6,219.17999999999998,153.33333333333334,0.044444444444444446,0.06290672451193059,1.60336849705674,1.0216450216450217,6.490025263453901,1.0986122886681098,0
12531.0,1,1807.98,16.43618181818182,1074,110,0.42,18.0,2.3713636363636366,2.6233417575007656,1,201,0,1074.0,0.0,1074,0.0,0.0,0.0,1,1,4,6,903.99,537.0,1.0,0.10232558139534884,1.105792433036037,0.9990697674418605,7.500518429502228,0.6931471805599453,1
12533.0,2,1367.89,18.998472222222222,704,63,0.42,18.0,3.3030555555555554,3.6052112668414105,1,142,110,352.0,186.67619023324855,484,0.0,0.0,0.0,1,1,4,6,455.96333333333337,234.66666666666666,0.018018018018018018,0.08936170212765958,1.091147290419945,1.3711048158640227,7.221755471439273,1.0986122886681098,1
12539.0,2,5149.06,24.874685990338165,2128,104,0.42,14.95,3.2897101449275366,3.1806503751245714,1,231,0,1064.0,8.48528137423857,1070,0.0,0.0,0.0,1,1,4,6,1716.3533333333335,709.3333333333334,2.0,0.048849224988257396,0.9665544016471288,1.0046948356807512,8.546763644075352,1.0986122886681098,0
